created_at,entry_id,humidity,temperature,api_temperature,api_humidity,api_clouds,api_windspeed
2024-11-07T02:25:37+00:00,370,80.6,18.4,,,,
2024-11-07T02:30:38+00:00,371,81.2,18.3,9.26,92,100,0.51
2024-11-07T02:35:39+00:00,372,80.3,18.3,,,,
2024-11-07T02:40:40+00:00,373,80.1,18.3,9.32,92,100,0.45
2024-11-07T02:45:40+00:00,374,79.7,18.3,,,,
2024-11-07T02:50:41+00:00,375,80.8,18.3,9.29998,92,100,0.45
2024-11-07T02:55:42+00:00,376,79.2,18.3,,,,
2024-11-07T03:00:42+00:00,377,81.1,18.3,9.32,92,100,0
2024-11-07T03:05:43+00:00,378,81.4,18.3,,,,
2024-11-07T03:10:44+00:00,379,80.2,18.3,9.39001,91,100,1.54
2024-11-07T03:15:44+00:00,380,78.1,18.2,,,,
2024-11-07T03:20:45+00:00,381,80.8,18.2,9.42001,91,100,1.54
2024-11-07T03:25:46+00:00,382,81.2,18.2,,,,
2024-11-07T03:30:46+00:00,383,80.8,18.2,9.41,92,100,1.54
2024-11-07T03:35:47+00:00,384,80.4,18.2,,,,
2024-11-07T03:40:47+00:00,385,81,18.1,9.44,91,100,1.03
2024-11-07T03:45:48+00:00,386,79.9,18.1,,,,
2024-11-07T03:50:49+00:00,387,81.5,18.1,9.47,92,100,1.03
2024-11-07T03:55:49+00:00,388,80,18.1,,,,
2024-11-07T04:00:50+00:00,389,80.5,18.1,9.51,92,100,1.03
2024-11-07T04:05:51+00:00,390,80.7,18.1,,,,
2024-11-07T04:10:52+00:00,391,80.2,18.1,9.49999,92,100,1.34
2024-11-07T04:15:53+00:00,392,81.1,18.1,,,,
2024-11-07T04:20:53+00:00,393,79.3,18,9.49999,92,100,1.34
2024-11-07T04:25:54+00:00,394,79.5,18,,,,
